date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:35:07	294963/294963	---M--	200	added ('OK')	image/jpeg	etag:%2206e8369cf6561afd81ad37b931b2e1af%22	https://file.hstatic.net/200000348419/file/5708301_macbook_pro_16_2021_tinhte_cuhiep8_87baf24f1de242d986ab889fc54e0493.jpg	C:/My%20Web%20Sites/TMDT_Temple2/file.hstatic.net/200000348419/file/5708301_macbook_pro_16_2021_tinhte_cuhiep8_87baf24f1de242d986ab889fc54e0493.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/macbook-pro-16-inch-max-option-apple-m1-max-10)
11:35:07	124589/124589	---M--	200	added ('OK')	image/jpeg	etag:%22fb56fb5c986b39ce98e743e4a181e6a1%22	https://file.hstatic.net/200000348419/file/5708307_macbook_pro_16_2021_tinhte_cuhiep3_25be2d87e75640b28fe1cfaac3b10d0a.jpg	C:/My%20Web%20Sites/TMDT_Temple2/file.hstatic.net/200000348419/file/5708307_macbook_pro_16_2021_tinhte_cuhiep3_25be2d87e75640b28fe1cfaac3b10d0a.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/macbook-pro-16-inch-max-option-apple-m1-max-10)
11:35:08	0/-1	---M--	302	error ('')			https://oh-thuong-mai-dien-tu.mysapo.net/checkout	C:/My%20Web%20Sites/TMDT_Temple2/oh-thuong-mai-dien-tu.mysapo.net/checkout.f2.delayed	(from https://oh-thuong-mai-dien-tu.mysapo.net/macbook-pro-16-inch-max-option-apple-m1-max-10)
11:35:08	127489/127489	---M--	200	added ('OK')	image/jpeg	etag:%22c7622d014dd986cee903cf4abe1eac2f%22	https://file.hstatic.net/200000348419/file/5708308_macbook_pro_16_2021_tinhte_cuhiep2_26a3c2ca60184f1eb16475d347e59df3.jpg	C:/My%20Web%20Sites/TMDT_Temple2/file.hstatic.net/200000348419/file/5708308_macbook_pro_16_2021_tinhte_cuhiep2_26a3c2ca60184f1eb16475d347e59df3.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/macbook-pro-16-inch-max-option-apple-m1-max-10)
11:35:09	111024/111024	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2016:35:08%20GMT	https://bizweb.dktcdn.net/thumb/grande/100/479/080/products/7869-scar-18-e1672832298197-ac9f9d9c-590c-49e6-b4d6-5906badee510.jpg?v=1677614085920	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/grande/100/479/080/products/7869-scar-18-e1672832298197-ac9f9d9c-590c-49e6-b4d6-5906badee5101b3c.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/laptop-asus-rog-strix-scar-18-g834jy-n6039w-intel-core-i9-13980hx-rtx-4090-16gb-18-inch-qhd-240hz)
11:35:09	108295/108295	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2016:35:08%20GMT	https://bizweb.dktcdn.net/thumb/grande/100/479/080/products/7869-front-side-of-the-rog-scar-18-50a14f2e-30bb-48c5-9017-c321f7695f45.jpg?v=1677614085920	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/grande/100/479/080/products/7869-front-side-of-the-rog-scar-18-50a14f2e-30bb-48c5-9017-c321f7695f451b3c.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/laptop-asus-rog-strix-scar-18-g834jy-n6039w-intel-core-i9-13980hx-rtx-4090-16gb-18-inch-qhd-240hz)
11:35:09	33401/33401	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Dec%202024%2011:33:11%20GMT	https://bizweb.dktcdn.net/thumb/grande/100/479/080/products/laptop-gaming-asus-rog-strix-sca-1-f3e261fb-1b91-4341-a29a-af4001eadd17.jpg?v=1677614085920	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/grande/100/479/080/products/laptop-gaming-asus-rog-strix-sca-1-f3e261fb-1b91-4341-a29a-af4001eadd171b3c.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/laptop-asus-rog-strix-scar-18-g834jy-n6039w-intel-core-i9-13980hx-rtx-4090-16gb-18-inch-qhd-240hz)
11:35:19	47528/47528	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2015:51:12%20GMT	http://bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/laptop-gaming-asus-rog-strix-sca-1-f3e261fb-1b91-4341-a29a-af4001eadd17.jpg?v=1677614085920	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/laptop-gaming-asus-rog-strix-sca-1-f3e261fb-1b91-4341-a29a-af4001eadd171b3c.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/laptop-asus-rog-strix-scar-18-g834jy-n6039w-intel-core-i9-13980hx-rtx-4090-16gb-18-inch-qhd-240hz)
11:35:22	64299/64299	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2016:35:11%20GMT	http://bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/laptop-gaming-asus-rog-strix-sca-ea7df4a2-3d0c-474d-ae98-5acc0545cb0a.jpg?v=1677614085920	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/laptop-gaming-asus-rog-strix-sca-ea7df4a2-3d0c-474d-ae98-5acc0545cb0a1b3c.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/laptop-asus-rog-strix-scar-18-g834jy-n6039w-intel-core-i9-13980hx-rtx-4090-16gb-18-inch-qhd-240hz)
11:35:31	159980/159980	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2016:35:09%20GMT	http://bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/7869-scar-18-e1672832298197-ac9f9d9c-590c-49e6-b4d6-5906badee510.jpg?v=1677614085920	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/7869-scar-18-e1672832298197-ac9f9d9c-590c-49e6-b4d6-5906badee5101b3c.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/laptop-asus-rog-strix-scar-18-g834jy-n6039w-intel-core-i9-13980hx-rtx-4090-16gb-18-inch-qhd-240hz)
11:35:46	231819/231819	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Dec%202024%2011:33:12%20GMT	http://bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/7869-front-side-of-the-rog-scar-18-50a14f2e-30bb-48c5-9017-c321f7695f45.jpg?v=1677614085920	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/7869-front-side-of-the-rog-scar-18-50a14f2e-30bb-48c5-9017-c321f7695f451b3c.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/laptop-asus-rog-strix-scar-18-g834jy-n6039w-intel-core-i9-13980hx-rtx-4090-16gb-18-inch-qhd-240hz)
11:35:48	192722/192722	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2016:35:18%20GMT	http://bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/rogstrixscar184-f057cd63-add6-44ab-9de5-c5af5283cca8.jpg?v=1677614085920	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/rogstrixscar184-f057cd63-add6-44ab-9de5-c5af5283cca81b3c.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/laptop-asus-rog-strix-scar-18-g834jy-n6039w-intel-core-i9-13980hx-rtx-4090-16gb-18-inch-qhd-240hz)
11:35:48	435973/435973	---M--	200	added ('OK')	image/png	etag:%2263eed7f1-6a705%22	https://laptop88.vn/media/lib/17-02-2023/rogstrixscar184.png	C:/My%20Web%20Sites/TMDT_Temple2/laptop88.vn/media/lib/17-02-2023/rogstrixscar184.png	(from https://oh-thuong-mai-dien-tu.mysapo.net/laptop-asus-rog-strix-scar-18-g834jy-n6039w-intel-core-i9-13980hx-rtx-4090-16gb-18-inch-qhd-240hz)
11:35:48	503613/503613	---M--	200	added ('OK')	image/png	etag:%2263eed7f2-7af3d%22	https://laptop88.vn/media/lib/17-02-2023/rogstrixscar183.png	C:/My%20Web%20Sites/TMDT_Temple2/laptop88.vn/media/lib/17-02-2023/rogstrixscar183.png	(from https://oh-thuong-mai-dien-tu.mysapo.net/laptop-asus-rog-strix-scar-18-g834jy-n6039w-intel-core-i9-13980hx-rtx-4090-16gb-18-inch-qhd-240hz)
11:35:49	695618/695618	---M--	200	added ('OK')	image/png	etag:%2263eed7f2-a9d42%22	https://laptop88.vn/media/lib/17-02-2023/rogstrixscar18.png	C:/My%20Web%20Sites/TMDT_Temple2/laptop88.vn/media/lib/17-02-2023/rogstrixscar18.png	(from https://oh-thuong-mai-dien-tu.mysapo.net/laptop-asus-rog-strix-scar-18-g834jy-n6039w-intel-core-i9-13980hx-rtx-4090-16gb-18-inch-qhd-240hz)
11:35:49	614878/614878	---M--	200	added ('OK')	image/png	etag:%2263eed7f2-961de%22	https://laptop88.vn/media/lib/17-02-2023/rogstrixscar181.png	C:/My%20Web%20Sites/TMDT_Temple2/laptop88.vn/media/lib/17-02-2023/rogstrixscar181.png	(from https://oh-thuong-mai-dien-tu.mysapo.net/laptop-asus-rog-strix-scar-18-g834jy-n6039w-intel-core-i9-13980hx-rtx-4090-16gb-18-inch-qhd-240hz)
11:35:49	0/-1	---M--	302	error ('')			https://oh-thuong-mai-dien-tu.mysapo.net/checkout	C:/My%20Web%20Sites/TMDT_Temple2/oh-thuong-mai-dien-tu.mysapo.net/checkout.100.delayed	(from https://oh-thuong-mai-dien-tu.mysapo.net/laptop-asus-rog-strix-scar-18-g834jy-n6039w-intel-core-i9-13980hx-rtx-4090-16gb-18-inch-qhd-240hz)
11:35:49	226310/226310	---M--	200	added ('OK')	image/png	etag:%2263eed7f2-37406%22	https://laptop88.vn/media/lib/17-02-2023/rogstrixscar182.png	C:/My%20Web%20Sites/TMDT_Temple2/laptop88.vn/media/lib/17-02-2023/rogstrixscar182.png	(from https://oh-thuong-mai-dien-tu.mysapo.net/laptop-asus-rog-strix-scar-18-g834jy-n6039w-intel-core-i9-13980hx-rtx-4090-16gb-18-inch-qhd-240hz)
11:35:50	87669/87669	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2016:35:49%20GMT	https://bizweb.dktcdn.net/thumb/grande/100/479/080/products/1-9b89edd8-44fd-4cd9-814d-3180bd171bd5-9320bb2d-8e33-4b1f-be0a-afe7c88b6c94.jpg?v=1677614097447	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/grande/100/479/080/products/1-9b89edd8-44fd-4cd9-814d-3180bd171bd5-9320bb2d-8e33-4b1f-be0a-afe7c88b6c941cb0.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:35:50	97715/97715	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2015:51:51%20GMT	https://bizweb.dktcdn.net/thumb/grande/100/479/080/products/2-309843e0-db1f-45bc-b143-c7fd1a34461a-7b619311-fc02-412c-851e-6862326a1b5b.jpg?v=1677614097447	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/grande/100/479/080/products/2-309843e0-db1f-45bc-b143-c7fd1a34461a-7b619311-fc02-412c-851e-6862326a1b5b1cb0.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:35:50	91945/91945	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2016:35:50%20GMT	https://bizweb.dktcdn.net/thumb/grande/100/479/080/products/3-34458002-aabf-4534-b858-3f8d81252aaa-2d5904ef-e341-491f-ba24-578d22063086.jpg?v=1677614097447	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/grande/100/479/080/products/3-34458002-aabf-4534-b858-3f8d81252aaa-2d5904ef-e341-491f-ba24-578d220630861cb0.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:19	196382/196382	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2015:51:52%20GMT	http://bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/1-9b89edd8-44fd-4cd9-814d-3180bd171bd5-9320bb2d-8e33-4b1f-be0a-afe7c88b6c94.jpg?v=1677614097447	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/1-9b89edd8-44fd-4cd9-814d-3180bd171bd5-9320bb2d-8e33-4b1f-be0a-afe7c88b6c941cb0.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:21	9935/9935	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2016:36:19%20GMT	http://bizweb.dktcdn.net/thumb/small/100/479/080/products/1-9b89edd8-44fd-4cd9-814d-3180bd171bd5-9320bb2d-8e33-4b1f-be0a-afe7c88b6c94.jpg?v=1677614097447	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/small/100/479/080/products/1-9b89edd8-44fd-4cd9-814d-3180bd171bd5-9320bb2d-8e33-4b1f-be0a-afe7c88b6c941cb0.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:23	10010/10010	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2016:36:20%20GMT	http://bizweb.dktcdn.net/thumb/small/100/479/080/products/3-34458002-aabf-4534-b858-3f8d81252aaa-2d5904ef-e341-491f-ba24-578d22063086.jpg?v=1677614097447	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/small/100/479/080/products/3-34458002-aabf-4534-b858-3f8d81252aaa-2d5904ef-e341-491f-ba24-578d220630861cb0.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:25	10634/10634	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2016:36:22%20GMT	http://bizweb.dktcdn.net/thumb/small/100/479/080/products/2-309843e0-db1f-45bc-b143-c7fd1a34461a-7b619311-fc02-412c-851e-6862326a1b5b.jpg?v=1677614097447	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/small/100/479/080/products/2-309843e0-db1f-45bc-b143-c7fd1a34461a-7b619311-fc02-412c-851e-6862326a1b5b1cb0.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:25	207002/207002	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2016:35:51%20GMT	http://bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/3-34458002-aabf-4534-b858-3f8d81252aaa-2d5904ef-e341-491f-ba24-578d22063086.jpg?v=1677614097447	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/3-34458002-aabf-4534-b858-3f8d81252aaa-2d5904ef-e341-491f-ba24-578d220630861cb0.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:26	212907/212907	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2016:35:52%20GMT	http://bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/4-d7a6bfa7-6355-49c1-a00f-012fb8b9a458-6ec2c2f1-16cd-4c6e-b273-d90f5d90ccca.jpg?v=1677614097447	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/4-d7a6bfa7-6355-49c1-a00f-012fb8b9a458-6ec2c2f1-16cd-4c6e-b273-d90f5d90ccca1cb0.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:26	10514/10514	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2016:36:24%20GMT	http://bizweb.dktcdn.net/thumb/small/100/479/080/products/4-d7a6bfa7-6355-49c1-a00f-012fb8b9a458-6ec2c2f1-16cd-4c6e-b273-d90f5d90ccca.jpg?v=1677614097447	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/small/100/479/080/products/4-d7a6bfa7-6355-49c1-a00f-012fb8b9a458-6ec2c2f1-16cd-4c6e-b273-d90f5d90ccca1cb0.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:27	220159/220159	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2016:35:51%20GMT	http://bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/2-309843e0-db1f-45bc-b143-c7fd1a34461a-7b619311-fc02-412c-851e-6862326a1b5b.jpg?v=1677614097447	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/2-309843e0-db1f-45bc-b143-c7fd1a34461a-7b619311-fc02-412c-851e-6862326a1b5b1cb0.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:27	79044/79044	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Dec%202024%2014:26:32%20GMT	https://file.hstatic.net/1000329106/file/samsung-galaxy-s23-ultra-ra-mat-camera-200mp-va-snapdragon-8-gen-2_4a70a121f79f4e7f9259ca7962a346d9_master.jpg	C:/My%20Web%20Sites/TMDT_Temple2/file.hstatic.net/1000329106/file/samsung-galaxy-s23-ultra-ra-mat-camera-200mp-va-snapdragon-8-gen-2_4a70a121f79f4e7f9259ca7962a346d9_master.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:27	100293/100293	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Dec%202024%2014:26:32%20GMT	https://file.hstatic.net/1000329106/file/-samsung-galaxy-s23-ultra-camera-200mp-snapdragon-8-gen-2-chinh-hang-3_32230fd1565f405f82fac07e4dadea55_master.jpg	C:/My%20Web%20Sites/TMDT_Temple2/file.hstatic.net/1000329106/file/-samsung-galaxy-s23-ultra-camera-200mp-snapdragon-8-gen-2-chinh-hang-3_32230fd1565f405f82fac07e4dadea55_master.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:27	54964/54964	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Nov%202024%2012:03:57%20GMT	https://file.hstatic.net/1000329106/file/-samsung-galaxy-s23-ultra-camera-200mp-snapdragon-8-gen-2-chinh-hang-5_32f1792a77864da7bfc1006f60f60933_master.jpg	C:/My%20Web%20Sites/TMDT_Temple2/file.hstatic.net/1000329106/file/-samsung-galaxy-s23-ultra-camera-200mp-snapdragon-8-gen-2-chinh-hang-5_32f1792a77864da7bfc1006f60f60933_master.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:27	77448/77448	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202025%2004:36:34%20GMT	https://file.hstatic.net/1000329106/file/samsung-galaxy-s23-ultra-camera-200mp-snapdragon-8-gen-2-chinh-hang-13_21323ba3cc1d4192aa7dbc2f2b89c323_master.jpg	C:/My%20Web%20Sites/TMDT_Temple2/file.hstatic.net/1000329106/file/samsung-galaxy-s23-ultra-camera-200mp-snapdragon-8-gen-2-chinh-hang-13_21323ba3cc1d4192aa7dbc2f2b89c323_master.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:28	126284/126284	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Jan%202025%2012:58:41%20GMT	https://file.hstatic.net/1000329106/file/-samsung-galaxy-s23-ultra-camera-200mp-snapdragon-8-gen-2-chinh-hang-8_faad92f542fe4a99b6a5401874bb80cf_master.jpg	C:/My%20Web%20Sites/TMDT_Temple2/file.hstatic.net/1000329106/file/-samsung-galaxy-s23-ultra-camera-200mp-snapdragon-8-gen-2-chinh-hang-8_faad92f542fe4a99b6a5401874bb80cf_master.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:28	120719/120719	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Jan%202025%2004:36:35%20GMT	https://file.hstatic.net/1000329106/file/samsung-galaxy-s23-ultra-camera-200mp-snapdragon-8-gen-2-chinh-hang-10_c54314cfcf6345c193c466a0c30634d7_master.jpg	C:/My%20Web%20Sites/TMDT_Temple2/file.hstatic.net/1000329106/file/samsung-galaxy-s23-ultra-camera-200mp-snapdragon-8-gen-2-chinh-hang-10_c54314cfcf6345c193c466a0c30634d7_master.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:28	85061/85061	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Dec%202024%2014:26:32%20GMT	https://file.hstatic.net/1000329106/file/samsung-galaxy-s23-ultra-camera-200mp-snapdragon-8-gen-2-chinh-hang-12_5069cafd8be1474592ac4a7f5eb85071_master.jpg	C:/My%20Web%20Sites/TMDT_Temple2/file.hstatic.net/1000329106/file/samsung-galaxy-s23-ultra-camera-200mp-snapdragon-8-gen-2-chinh-hang-12_5069cafd8be1474592ac4a7f5eb85071_master.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:28	58996/58996	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Dec%202024%2014:26:33%20GMT	https://file.hstatic.net/1000329106/file/samsung-galaxy-s23-ultra-camera-200mp-snapdragon-8-gen-2-chinh-hang-14_8fc28af871ca43fba3da6da26c1fb208_master.jpg	C:/My%20Web%20Sites/TMDT_Temple2/file.hstatic.net/1000329106/file/samsung-galaxy-s23-ultra-camera-200mp-snapdragon-8-gen-2-chinh-hang-14_8fc28af871ca43fba3da6da26c1fb208_master.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:28	89379/89379	---M--	200	added ('OK')	image/jpeg	date:Sat,%2028%20Dec%202024%2014:26:32%20GMT	https://file.hstatic.net/1000329106/file/-samsung-galaxy-s23-ultra-camera-200mp-snapdragon-8-gen-2-chinh-hang-2_9f7adaf378ca44a39db9160a5e2d2fdc_master.jpg	C:/My%20Web%20Sites/TMDT_Temple2/file.hstatic.net/1000329106/file/-samsung-galaxy-s23-ultra-camera-200mp-snapdragon-8-gen-2-chinh-hang-2_9f7adaf378ca44a39db9160a5e2d2fdc_master.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:29	0/-1	---M--	302	error ('')			https://oh-thuong-mai-dien-tu.mysapo.net/checkout	C:/My%20Web%20Sites/TMDT_Temple2/oh-thuong-mai-dien-tu.mysapo.net/checkout.115.delayed	(from https://oh-thuong-mai-dien-tu.mysapo.net/samsung-galaxy-s23-ultra-5g-8gb-256gb-chinh-hang)
11:36:30	85951/85951	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Dec%202024%2011:34:37%20GMT	https://bizweb.dktcdn.net/thumb/grande/100/479/080/products/1-e25a091b-6d1d-4d3e-b4cb-98790bfd7c96.jpg?v=1677614104323	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/grande/100/479/080/products/1-e25a091b-6d1d-4d3e-b4cb-98790bfd7c967217.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/dien-thoai-di-dong-apple-iphone-14-plus-hang-chinh-hang)
11:36:30	79312/79312	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2015:52:37%20GMT	https://bizweb.dktcdn.net/thumb/grande/100/479/080/products/2-a81359e6-6ef4-46fa-a304-40b8611f011d.jpg?v=1677614104323	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/grande/100/479/080/products/2-a81359e6-6ef4-46fa-a304-40b8611f011d7217.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/dien-thoai-di-dong-apple-iphone-14-plus-hang-chinh-hang)
11:36:30	77969/77969	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2016:36:29%20GMT	https://bizweb.dktcdn.net/thumb/grande/100/479/080/products/3-61c79f58-5fb5-40ce-8c0b-3a1653800ef8.jpg?v=1677614104323	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/grande/100/479/080/products/3-61c79f58-5fb5-40ce-8c0b-3a1653800ef87217.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/dien-thoai-di-dong-apple-iphone-14-plus-hang-chinh-hang)
11:36:50	112997/112997	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Dec%202024%2011:34:46%20GMT	http://bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/4-90e909f5-98d7-4af3-a4e6-b2552cf19504.jpg?v=1677614104323	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/4-90e909f5-98d7-4af3-a4e6-b2552cf195047217.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/dien-thoai-di-dong-apple-iphone-14-plus-hang-chinh-hang)
11:36:52	138361/138361	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Jan%202025%2016:36:30%20GMT	http://bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/1-e25a091b-6d1d-4d3e-b4cb-98790bfd7c96.jpg?v=1677614104323	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/1-e25a091b-6d1d-4d3e-b4cb-98790bfd7c967217.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/dien-thoai-di-dong-apple-iphone-14-plus-hang-chinh-hang)
11:36:53	136252/136252	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Dec%202024%2011:34:39%20GMT	http://bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/2-a81359e6-6ef4-46fa-a304-40b8611f011d.jpg?v=1677614104323	C:/My%20Web%20Sites/TMDT_Temple2/bizweb.dktcdn.net/thumb/1024x1024/100/479/080/products/2-a81359e6-6ef4-46fa-a304-40b8611f011d7217.jpg	(from https://oh-thuong-mai-dien-tu.mysapo.net/dien-thoai-di-dong-apple-iphone-14-plus-hang-chinh-hang)
